cell_id,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,v10_building_area_m2,v10_building_density,v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,lat,lon,land_use_hint,road_fraction,gvi_percent,tree_canopy_fraction,ndvi_mean,shade_fraction,svf,building_density,mean_building_height_m,max_building_height_m
TP_0111,2500,69,276.0,0.027600000000276122,0.9724,2.3542800842285154,85.30000305175781,85.30000305175781,85.30000305175781,85.30000305175781,85.30000305175781,2500,542,2168.0,0.21680000000216895,0.7832,16.034280084228516,93.0,73.95885647706879,93.0,90.0,93.0,9999.999999899956,1892.0,0.18920000000189283,-0.18920000000000003,-11.34114657468902,7.6999969482421875,4.6999969482421875,7.6999969482421875,1.3287322957276044,103.86072451413594,residential,0.0375461315829718,0.0,0.0,0.1102867535674635,0.9387796521186828,0.0434148386120796,0.0430731137655094,6.311895788368798,16.184966783949804
TP_0112,2500,151,604.0,0.0603999999996748,0.9396,3.4930401123046875,85.30000305175781,57.83178993881933,85.30000305175781,85.30000305175781,85.30000305175781,2500,820,3280.0,0.327999999998234,0.6719999999999999,11.138240112304688,90.0,33.95804912288015,90.0,21.0,90.0,10000.000000053842,2676.0,0.2675999999985592,-0.26760000000000006,-23.87374081593918,4.6999969482421875,-64.30000305175781,4.6999969482421875,1.3287322855376271,103.86162306931207,residential,0.0415843593930094,4.737919586072221,0.0,0.225287101912716,0.8973667621612549,0.0767161920666694,0.0902838126377791,6.437999510827467,19.456668215798096
TP_0113,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000075488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287322750187671,103.86252162448125,transport,0.4506558795135591,10.89723507757598,0.0,0.3621607795016884,0.6469829678535461,0.3075740337371826,0.0,7.787925806401962,6.6
TP_0114,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,12,48.0,0.004800000000054308,0.9952,0.072,15.0,15.0,15.0,15.0,15.0,9999.999999886859,48.0,0.004800000000054308,-0.0048000000000000265,15.0,15.0,15.0,15.0,1.328732264171024,103.86342017964314,park_open_space,0.4274383433526811,3.965985720928575,0.0,0.208133016020635,0.591810941696167,0.3469698131084442,0.0,10.953729977370624,3.3
TP_0115,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,314,1256.0,0.12559999999952023,0.8744000000000001,2.088,18.0,16.62420382165605,18.0,18.0,18.0,10000.000000038199,1256.0,0.12559999999952023,-0.12559999999999993,16.62420382165605,18.0,18.0,18.0,1.328732252994398,103.8643187347976,water,0.2665571157438962,0.0,0.0,0.07279007508309,0.2449388951063156,0.6963319182395935,0.0,14.297424618081791,3.3
TP_0116,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,439,1756.0,0.17560000000154596,0.8244,2.682,18.0,15.273348519362187,18.0,15.0,15.599999999999966,9999.999999911961,1756.0,0.17560000000154596,-0.17559999999999998,15.273348519362187,18.0,15.0,15.599999999999966,1.328732241488889,103.86521728994435,transport,0.592522737312445,2.12892836581508,0.0,0.1673095192403351,0.0,0.9846855401992798,0.0,15.94110122537922,6.6
TP_0117,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,12,48.0,0.004799999999980792,0.9952,0.144,30.0,30.0,30.0,30.0,30.0,10000.000000040018,48.0,0.004799999999980792,-0.0048000000000000265,30.0,30.0,30.0,30.0,1.3296368039096638,103.84005774610849,transport,0.5471283929939784,0.0,0.0,0.1086919297383146,0.1628491729497909,0.782724916934967,0.0,12.525852708665289,6.6
TP_0118,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,131,524.0,0.05240000000003336,0.9476,1.572,30.0,30.0,30.0,30.0,30.0,9999.999999993634,524.0,0.05240000000003336,-0.0524,30.0,30.0,30.0,30.0,1.3296368012822104,103.84095630171126,other,0.4508093385610643,8.354394931743833,0.0,0.3056532207054185,0.6189154982566833,0.3290646970272064,0.0,15.153623901631953,6.6
TP_0119,2500,150,600.0,0.059999999999867944,0.94,2.0940000915527346,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,150,600.0,0.059999999999867944,0.94,2.0940000915527346,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,10000.00000002201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32963679832565,103.84185485731216,transport,0.6516203728800279,8.7538718738026,0.0,0.3145304860845022,0.3033623397350311,0.5840374231338501,0.058339471816313,17.977002413326307,10.642925396870494
TP_0120,2500,373,1492.0,0.1492000000003474,0.8508,5.207080227661133,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,373,1492.0,0.1492000000003474,0.8508,5.207080227661133,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999976717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367950399828,103.84275341291094,transport,0.8692846905220069,7.91575871342401,0.0,0.2959057491872002,0.0598146393895149,0.7254078984260559,0.1274600977938197,20.30263016800744,15.43298477711171
TP_0121,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000142609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367914252083,103.8436519685074,transport,0.6238728115822197,9.430409113297134,0.0,0.3295646469621585,0.3251000344753265,0.5811451077461243,0.0,21.87561406993128,6.6
TP_0122,2500,60,240.0,0.024000000000278087,0.976,0.3,12.5,12.5,12.5,12.5,12.5,2500,60,240.0,0.024000000000278087,0.976,0.3,12.5,12.5,12.5,12.5,12.5,9999.99999988413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329636787481327,103.84455052410128,transport,0.5954030337029887,15.141450432931558,0.0,0.4564766762873679,0.6719801425933838,0.263641893863678,0.0032624815690157,21.89068444732127,6.826089972732787
TP_0123,2500,9,36.0,0.003599999999981272,0.9964,0.045,12.5,12.5,12.5,12.5,12.5,2500,9,36.0,0.003599999999981272,0.9964,0.045,12.5,12.5,12.5,12.5,12.5,10000.000000052023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367832083382,103.8454490796924,transport,0.6649985275747798,14.081944155522836,0.02546875,0.4329320923449519,0.7044590711593628,0.2421712577342987,0.0,16.280427957400686,6.6
TP_0124,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999940155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367786062426,103.84634763528052,transport,0.8844176965694174,15.67831329663676,0.2096255005103242,0.4684069621474835,0.7041647434234619,0.2377314418554306,0.0,4.621115500468178,6.6
TP_0125,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000036744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367736750396,103.8472461908654,transport,0.6507811788798261,17.10324772715156,0.2372748935505293,0.500072171714479,0.7021138668060303,0.2375402897596359,0.0,2.293297417299176,6.6
TP_0126,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999921783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367684147303,103.84814474644683,transport,0.4356560710349367,13.519578313039956,0.1047693817468106,0.4204350736231101,0.6479046940803528,0.2958300411701202,0.0,5.202031610056508,6.6
TP_0127,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,4,16.0,0.001599999999986816,0.9984,0.0096,6.0,6.0,6.0,6.0,6.0,10000.0000000824,16.0,0.001599999999986816,-0.0016000000000000458,6.0,6.0,6.0,6.0,1.329636762825313,103.8490433020246,transport,0.3195587583187114,13.80350489395108,0.0478943667474021,0.4267445531989128,0.7543275952339172,0.2071315497159958,0.0,14.994234336857795,6.6
TP_0128,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,42,168.0,0.016800000000064173,0.9832,0.1008,6.0,6.0,6.0,6.0,6.0,9999.999999961801,168.0,0.016800000000064173,-0.016800000000000037,6.0,6.0,6.0,6.0,1.329636756906789,103.84994185759852,transport,0.280989339361217,23.699458271178457,0.3949909711863076,0.3517782749502835,0.6373178362846375,0.2989568710327148,0.0,21.51707592888025,6.6
TP_0129,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999985266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367506591582,103.85084041316829,transport,0.2809856507420026,22.071093749999992,0.3678515624999999,0.3499948267075206,0.6762287020683289,0.2856478095054626,0.0,20.89188101992012,6.6
TP_0130,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000005093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367440824202,103.8517389687337,transport,0.280965540645638,22.908962430809087,0.3818160405134848,0.2924509830043879,0.7305487394332886,0.2213474661111831,0.0,18.12490764240988,6.6
TP_0131,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000099317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367371765745,103.85263752429456,civic_institutional,0.3406380958304331,10.673854447439354,0.1778975741239892,0.1873237310394647,0.5538978576660156,0.3846469521522522,0.0,16.46950041908292,6.6
TP_0132,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,16,64.0,0.006400000000099884,0.9936,0.0576,9.0,9.0,9.0,9.0,9.0,9999.99999984393,64.0,0.006400000000099884,-0.006399999999999961,9.0,9.0,9.0,9.0,1.3296367299416223,103.85353607985066,civic_institutional,0.3367043345464021,4.488588882136032,0.0,0.2197464196030229,0.7689052820205688,0.1949268877506256,0.0,16.271443110410083,6.6
TP_0133,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1036,4144.0,0.4143999999966758,0.5856,3.7296,9.0,9.0,9.0,9.0,9.0,10000.000000080217,4144.0,0.4143999999966758,-0.4144,9.0,9.0,9.0,9.0,1.3296367223775631,103.85443463540174,civic_institutional,0.2907612852546105,9.535641676312135,0.0582008515292371,0.3319031483624919,0.4222549200057983,0.4972960948944092,0.0,16.45182269385334,6.6
TP_0134,2500,150,600.0,0.06000000000027066,0.94,0.75,12.5,12.5,12.5,12.5,12.5,2500,150,600.0,0.06000000000027066,0.94,0.75,12.5,12.5,12.5,12.5,12.5,9999.999999954889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296367144843968,103.8553331909476,transport,0.5110852448115674,20.56322306898931,0.0215522317748204,0.5769605126442069,0.7996384501457214,0.1585175693035125,0.0461652878184439,16.96843995876879,9.799254445818168
TP_0135,2500,107,428.0,0.042799999999517314,0.9572,0.535,12.5,12.5,12.5,12.5,12.5,2500,375,1500.0,0.14999999999830835,0.85,1.657,15.0,11.046666666666667,15.0,10.0,12.5,10000.000000112777,1072.0,0.10719999999879104,-0.10720000000000007,-1.4533333333333331,2.5,-2.5,0.0,1.3296367062621235,103.856231746488,civic_institutional,0.1880484226068559,11.66542700487251,0.0,0.3792317112193891,0.3739437162876129,0.5507580637931824,0.0349967138997288,17.970105585796027,9.025272273251208
TP_0136,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,317,1268.0,0.1268000000000761,0.8732,0.7136,10.0,5.62776025236593,10.0,3.0,10.0,9999.999999993997,1268.0,0.1268000000000761,-0.12680000000000002,5.62776025236593,10.0,3.0,10.0,1.3296366977107434,103.85713030202272,civic_institutional,0.2182807702051314,6.089037640597386,0.0,0.2553119475688308,0.0604171454906463,0.8933295607566833,0.0,16.90199751111131,6.6
TP_0137,2500,170,680.0,0.06800000000035251,0.9319999999999999,2.3732001037597654,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,230,920.0,0.09200000000047694,0.908,2.6132001037597656,34.900001525878906,28.404348953910496,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999948159,240.0,0.024000000000124422,-0.02399999999999991,-6.49565257196841,0.0,0.0,0.0,1.3296366888302562,103.85802885755156,transport,0.5874124921187689,8.041591573993337,0.0,0.2987020349776297,0.2441796511411667,0.6921932101249695,0.0527483953285531,13.102775799334047,10.25546379626873
TP_0138,2500,40,160.0,0.015999999999941793,0.984,0.5584000244140624,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,40,160.0,0.015999999999941793,0.984,0.5584000244140624,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,10000.00000003638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296366796206618,103.85892741307428,transport,0.5339273454781173,3.831912038169172,0.0,0.2051536008482038,0.2638496160507202,0.6209475994110107,0.0121826761780501,8.13747761980877,7.444259459138875
TP_0139,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,11,44.0,0.004400000000007123,0.9956,0.066,15.0,15.0,15.0,15.0,15.0,9999.999999983811,44.0,0.004400000000007123,-0.0043999999999999595,15.0,15.0,15.0,15.0,1.3296366700819606,103.85982596859068,transport,0.276410131654088,0.7363332556358938,0.0,0.1363629612363532,0.2909446358680725,0.6280738115310669,0.0,4.305738544568411,6.6
TP_0140,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,267,1068.0,0.10680000000073822,0.8932,7.512,90.0,70.33707865168539,90.0,90.0,90.0,9999.999999930878,1068.0,0.10680000000073822,-0.1068,70.33707865168539,90.0,90.0,90.0,1.3296366602141527,103.86072452410046,residential,0.0430560185523042,1.1898884672591092,0.0,0.1464419659390913,0.829045295715332,0.1510054618120193,0.0,2.691739417095956,13.2
TP_0141,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,559,2236.0,0.2235999999996177,0.7764,6.8484,90.0,30.627906976744185,90.0,21.0,90.0,10000.000000017099,2236.0,0.2235999999996177,-0.22360000000000002,30.627906976744185,90.0,21.0,90.0,1.3296366500172372,103.8616230796035,residential,0.0,4.145246522364426,0.0,0.2121165893858761,0.8483344912528992,0.1248081997036933,0.0,2.465781183730382,13.2
TP_0142,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000175714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296366394912154,103.86252163509953,transport,0.660574217613241,0.6334104898936579,0.0,0.1340757886643035,0.1706091612577438,0.7653763890266418,0.0,2.284136605316111,6.6
TP_0143,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999911233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296366286360863,103.86342019058831,transport,0.8059130031834633,0.0,0.0,0.1142221719149741,0.3082383275032043,0.6168386936187744,0.0,4.112516035023555,6.6
TP_0144,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999931788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3296366174518506,103.86431874606964,transport,0.9376556139013262,0.5636722509573711,0.0,0.1325260500212749,0.1477725803852081,0.7954738736152649,0.0,10.98458824335152,6.6
TP_0145,2500,452,1808.0,0.18080000000087482,0.8192,2.1696,12.0,12.0,12.0,12.0,12.0,2500,452,1808.0,0.18080000000087482,0.8192,2.1696,12.0,12.0,12.0,12.0,12.0,9999.999999951615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329636605938508,103.86521730154332,transport,0.5020429259566461,3.53422205722657,0.0,0.1985382679383682,0.1917452663183212,0.7276256084442139,0.362316837397037,14.000369930900634,31.70855683161466
TP_0146,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,530,2120.0,0.21200000000151936,0.788,0.9192,30.0,4.335849056603774,30.0,3.0,3.0,9999.999999928332,2120.0,0.21200000000151936,-0.21199999999999997,4.335849056603774,30.0,3.0,3.0,1.3305411684873305,103.8400577485564,residential,0.2595570843140307,6.138427650353456,0.0,0.2564095033411879,0.8429025411605835,0.1219265386462211,0.0,14.512096157398249,13.2
TP_0147,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,292,1168.0,0.11680000000047165,0.8832,3.1476,30.0,26.948630136986303,30.0,30.0,30.0,9999.999999959618,1168.0,0.11680000000047165,-0.11680000000000001,26.948630136986303,30.0,30.0,30.0,1.3305411658580897,103.84095630448628,other,0.1269629927124123,13.664595484385474,0.0,0.4236576774307883,0.8457847833633423,0.1224960088729858,0.0,16.705969179752,6.6
TP_0148,2500,693,2772.0,0.2771999999987848,0.7228,6.8395602298736575,34.900001525878906,24.67373820300742,34.900001525878906,18.100000381469727,34.900001525878906,2500,693,2772.0,0.2771999999987848,0.7228,6.8395602298736575,34.900001525878906,24.67373820300742,34.900001525878906,18.100000381469727,34.900001525878906,10000.000000043838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411628995176,103.84185486041429,residential,0.0,10.546464811307922,0.0,0.3543658846957316,0.8271342515945435,0.106389969587326,0.2783736506702104,18.490728537634684,32.49129399144559
TP_0149,2500,893,3572.0,0.3571999999975375,0.6428,8.749320217895507,71.30000305175781,24.49417754170075,71.30000305175781,15.300000190734863,71.30000305175781,2500,893,3572.0,0.3571999999975375,0.6428,8.749320217895507,71.30000305175781,24.49417754170075,71.30000305175781,15.300000190734863,71.30000305175781,10000.00000006894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411596116148,103.84275341634016,residential,0.0,4.913618379221859,0.0,0.2291915195382635,0.4681918621063232,0.2948152720928192,0.3018340869046879,19.96878144073959,34.11710222249487
TP_0150,2500,10,40.0,0.003999999999959691,0.996,0.28520001220703123,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,2500,690,2760.0,0.2759999999972187,0.724,22.120400012207032,90.0,80.14637685582258,90.0,90.0,90.0,10000.000000100772,2720.0,0.271999999997259,-0.272,8.846373804064768,18.699996948242188,18.699996948242188,18.699996948242188,1.3305411559943805,103.84365197226371,residential,0.0,9.006313188780622,0.0,0.3201402930840138,0.5530155897140503,0.346397340297699,0.0003554700679819,20.91902936517784,13.224634075711151
TP_0151,2500,399,1596.0,0.15960000000127447,0.8404,3.589880108642578,34.900001525878906,22.49298313685826,34.900001525878906,12.5,34.900001525878906,2500,541,2164.0,0.21640000000172804,0.7836,7.532280108642578,90.0,34.80720937450359,90.0,34.900001525878906,90.0,9999.999999920146,568.0,0.05680000000045357,-0.05680000000000007,12.314226237645332,55.099998474121094,22.400001525878906,55.099998474121094,1.330541152047816,103.84455052818473,residential,0.0,10.48116650490784,0.0,0.3529148112201742,0.6372959017753601,0.2536553740501404,0.2214105127560759,20.83527638473099,28.543748533996062
TP_0152,2500,727,2908.0,0.2908000000015499,0.7092,8.231480313110351,34.900001525878906,28.30632844948539,34.900001525878906,34.900001525878906,34.900001525878906,2500,727,2908.0,0.2908000000015499,0.7092,8.231480313110351,34.900001525878906,28.30632844948539,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999946704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411477719202,103.84544908410297,residential,0.0933579238793098,13.542133600268832,0.0433539412673879,0.4209363022281962,0.8333753347396851,0.0899446457624435,0.3123804041115708,16.69250782840587,34.84796200493186
TP_0153,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,96,384.0,0.038400000000116646,0.9616,0.1152,3.0,3.0,3.0,3.0,3.0,9999.999999969623,384.0,0.038400000000116646,-0.03839999999999999,3.0,3.0,3.0,3.0,1.3305411431666931,103.84634764001817,transport,0.3673893155333372,45.10950605778192,0.751825100963032,0.7107658912518069,0.966881275177002,0.0304597225040197,0.0,8.153704807527985,6.6
TP_0154,2500,41,164.0,0.016399999999779844,0.9836,0.0984,6.0,6.0,6.0,6.0,6.0,2500,53,212.0,0.02119999999971541,0.9788,0.1128,6.0,5.320754716981132,6.0,6.0,6.0,10000.000000134241,48.0,0.004799999999935564,-0.0048000000000000265,-0.6792452830188678,0.0,0.0,0.0,1.330541138232135,103.84724619593015,park_open_space,0.0,58.82221105915993,0.9803701843193322,0.7220544796281451,0.9680569171905518,0.0292385648936033,0.0165262236279835,6.341982532493703,3.3
TP_0155,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999803731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411329682462,103.8481447518387,park_open_space,0.0,43.99347623485555,0.7332246039142591,0.6416479105417586,0.9615749716758728,0.033040277659893,0.0,7.427804128247485,3.3
TP_0156,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,129,516.0,0.051599999999788815,0.9484,0.3096,6.0,6.0,6.0,6.0,6.0,10000.000000040927,516.0,0.051599999999788815,-0.05159999999999998,6.0,6.0,6.0,6.0,1.3305411273750265,103.84904330774356,park_open_space,1.3508796159531198e-05,9.7113712762258,0.1618561879370967,0.2916558756527847,0.8904047608375549,0.0816831141710281,0.0,14.26145784031602,3.3
TP_0157,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999993088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411214524756,103.84994186364456,civic_institutional,0.0563753671121477,0.34714402205568,0.005785733700928,0.1276713812271332,0.14234060049057,0.7749236226081848,0.0,19.6833787612284,6.6
TP_0158,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999945794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411152005937,103.85084041954144,civic_institutional,0.0445336131140803,0.0,0.0,0.0316636954763437,0.1583594530820846,0.7740991711616516,0.0,20.23741981647851,6.6
TP_0159,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000042746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411086193806,103.85173897543396,civic_institutional,0.0,0.0,0.0,0.0158788342024482,0.3977001011371612,0.5443311333656311,0.0,19.349372943767065,6.6
TP_0160,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000137334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305411017088364,103.85263753132192,civic_institutional,0.0,0.0,0.0,0.0056906267710506,0.7114258408546448,0.2443615198135376,0.0,18.566400394636464,6.6
TP_0161,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999944885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305410944689615,103.85353608720514,civic_institutional,0.0,0.0,0.0,0.0882598132332817,0.7526647448539734,0.2047394961118698,0.0,17.775909910886394,6.6
TP_0162,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1138,4552.0,0.45520000000479416,0.5448,4.0968,9.0,9.0,9.0,9.0,9.0,9999.99999989468,4552.0,0.45520000000479416,-0.45520000000000005,9.0,9.0,9.0,9.0,1.330541086899756,103.85443464308332,civic_institutional,0.0044320566915785,2.3785214255109763,0.0344254694382196,0.1728560316780217,0.2166148871183395,0.6923620104789734,0.0,17.120450499216023,6.6
TP_0163,2500,486,1944.0,0.194399999997553,0.8056,4.8436,26.5,24.915637860082306,26.5,26.5,26.5,2500,494,1976.0,0.19759999999751274,0.8024,4.8724,26.5,24.657894736842106,26.5,26.5,26.5,10000.000000125874,32.0,0.003199999999959735,-0.0031999999999999806,-0.2577431232401999,0.0,0.0,0.0,1.330541079001219,103.85533319895627,residential,0.3620234698299419,9.632123329441155,0.0,0.3340471850986923,0.4286629259586334,0.3752903938293457,0.1777230569659137,17.764130032687905,25.51620784773782
TP_0164,2500,904,3616.0,0.36160000000232845,0.6384000000000001,7.5384,26.5,20.847345132743364,26.5,26.5,26.5,2500,904,3616.0,0.36160000000232845,0.6384000000000001,7.5384,26.5,20.847345132743364,26.5,26.5,26.5,9999.999999935608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305410707733514,103.8562317548238,residential,0.0,7.416443108743623,0.0,0.2848098468609694,0.3927658498287201,0.3586210012435913,0.3139236002959916,19.202529515527704,34.95490550051222
TP_0165,2500,33,132.0,0.013199999999869622,0.9868,0.165,12.5,12.5,12.5,12.5,12.5,2500,1089,4356.0,0.43559999999569754,0.5644,4.345,12.5,9.974747474747474,12.5,10.0,10.0,10000.000000098771,4224.0,0.4223999999958279,-0.4224,-2.525252525252526,0.0,-2.5,-2.5,1.3305410622161529,103.85713031068563,civic_institutional,0.0,8.179656175510337,0.0,0.301770137233563,0.3958145081996918,0.5370020866394043,0.0111739556031618,19.17547236298772,7.374355123299119
TP_0166,2500,388,1552.0,0.15520000000142,0.8448,4.684000186920166,34.900001525878906,30.180413575516532,34.900001525878906,34.900001525878906,34.900001525878906,2500,1020,4080.0,0.408000000003733,0.5920000000000001,7.212000186920166,34.900001525878906,17.676471046372956,34.900001525878906,10.0,34.900001525878906,9999.999999908505,2528.0,0.25280000000231295,-0.2527999999999999,-12.503942529143576,0.0,-24.900001525878906,0.0,1.3305410533296236,103.85802886654156,residential,0.0,4.706840237194188,0.0,0.2245964497154264,0.2835592925548553,0.5900325179100037,0.1551807239152032,17.18763074760643,23.95402416732358
TP_0167,2500,1069,4276.0,0.4276000000029401,0.5724,12.28228048286438,34.900001525878906,28.72376165309724,34.900001525878906,34.900001525878906,34.900001525878906,2500,1069,4276.0,0.4276000000029401,0.5724,12.28228048286438,34.900001525878906,28.72376165309724,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999931242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.330541044113763,103.8589274223914,residential,0.0007564139253537,7.513511067250656,0.0,0.2869669126055701,0.4113627076148987,0.3103983700275421,0.3547917427652982,13.98942901164932,37.78706777363516
