n,tp,fp,tn,fn,precision,recall,f1,cv_scheme,model,event_threshold_c,score_threshold_c
5426,451,1033,3921,21,0.30390835579514824,0.9555084745762712,0.4611451942740286,loso,M3_weather_ridge,31,28.8
5426,444,989,3965,28,0.3098394975575715,0.940677966101695,0.46614173228346456,loso,M3_weather_ridge,31,28.9
5426,440,942,4012,32,0.3183791606367583,0.9322033898305084,0.4746494066882416,loso,M3_weather_ridge,31,29.0
5426,430,886,4068,42,0.32674772036474165,0.9110169491525424,0.48098434004474266,loso,M3_weather_ridge,31,29.1
5426,424,831,4123,48,0.33784860557768925,0.8983050847457628,0.4910248986682108,loso,M3_weather_ridge,31,29.2
5426,418,782,4172,54,0.34833333333333333,0.885593220338983,0.5,loso,M3_weather_ridge,31,29.3
5426,417,757,4197,55,0.35519591141396933,0.8834745762711864,0.5066828675577156,loso,M3_weather_ridge,31,29.4
5426,402,708,4246,70,0.3621621621621622,0.8516949152542372,0.5082174462705437,loso,M3_weather_ridge,31,29.5
5426,398,647,4307,74,0.38086124401913873,0.8432203389830508,0.5247198417930125,loso,M3_weather_ridge,31,29.6
5426,393,594,4360,79,0.3981762917933131,0.8326271186440678,0.5387251542152159,loso,M3_weather_ridge,31,29.7
5426,390,558,4396,82,0.41139240506329117,0.826271186440678,0.5492957746478874,loso,M3_weather_ridge,31,29.8
5426,379,531,4423,93,0.4164835164835165,0.8029661016949152,0.548480463096961,loso,M3_weather_ridge,31,29.9
5426,370,489,4465,102,0.4307334109429569,0.7838983050847458,0.5559729526671675,loso,M3_weather_ridge,31,30.0
5426,344,434,4520,128,0.442159383033419,0.7288135593220338,0.5504,loso,M3_weather_ridge,31,30.1
5426,319,399,4555,153,0.44428969359331477,0.6758474576271186,0.5361344537815126,loso,M3_weather_ridge,31,30.2
5426,284,383,4571,188,0.4257871064467766,0.6016949152542372,0.4986830553116768,loso,M3_weather_ridge,31,30.3
5426,261,343,4611,211,0.43211920529801323,0.5529661016949152,0.4851301115241636,loso,M3_weather_ridge,31,30.4
5426,223,301,4653,249,0.4255725190839695,0.4724576271186441,0.44779116465863456,loso,M3_weather_ridge,31,30.5
5426,201,269,4685,271,0.4276595744680851,0.4258474576271186,0.42675159235668786,loso,M3_weather_ridge,31,30.6
5426,174,250,4704,298,0.41037735849056606,0.3686440677966102,0.38839285714285715,loso,M3_weather_ridge,31,30.7
5426,159,228,4726,313,0.4108527131782946,0.336864406779661,0.370197904540163,loso,M3_weather_ridge,31,30.8
5426,110,172,4782,362,0.3900709219858156,0.2330508474576271,0.2917771883289125,loso,M3_weather_ridge,31,30.9
5426,81,137,4817,391,0.37155963302752293,0.1716101694915254,0.23478260869565215,loso,M3_weather_ridge,31,31.0
5426,59,83,4871,413,0.4154929577464789,0.125,0.19218241042345277,loso,M3_weather_ridge,31,31.1
5426,44,54,4900,428,0.4489795918367347,0.09322033898305085,0.15438596491228068,loso,M3_weather_ridge,31,31.2
5426,26,25,4929,446,0.5098039215686274,0.05508474576271186,0.0994263862332696,loso,M3_weather_ridge,31,31.3
5426,26,18,4936,446,0.5909090909090909,0.05508474576271186,0.10077519379844962,loso,M3_weather_ridge,31,31.4
5426,25,14,4940,447,0.6410256410256411,0.05296610169491525,0.09784735812133072,loso,M3_weather_ridge,31,31.5
5426,18,12,4942,454,0.6,0.038135593220338986,0.07171314741035857,loso,M3_weather_ridge,31,31.6
5426,9,12,4942,463,0.42857142857142855,0.019067796610169493,0.036511156186612576,loso,M3_weather_ridge,31,31.7
5426,3,5,4949,469,0.375,0.006355932203389831,0.0125,loso,M3_weather_ridge,31,31.8
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,31.9
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.0
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.1
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.2
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.3
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.4
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.5
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.6
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.7
5426,2,2,4952,470,0.5,0.00423728813559322,0.008403361344537815,loso,M3_weather_ridge,31,32.8
5426,1,2,4952,471,0.3333333333333333,0.00211864406779661,0.004210526315789474,loso,M3_weather_ridge,31,32.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.0
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.1
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.2
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.3
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.4
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.5
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.6
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.7
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.8
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,33.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.0
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.1
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.2
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.3
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.4
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.5
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.6
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.7
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.8
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,34.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.0
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.1
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.2
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.3
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.4
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.5
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.6
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.7
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.8
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,35.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.0
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.1
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.2
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.3
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.4
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.5
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.6
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.7
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.8
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,36.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.0
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.1
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.2
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.3
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.4
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.5
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.6
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.7
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.8
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,37.9
5426,0,0,4954,472,,0.0,,loso,M3_weather_ridge,31,38.0
5426,29,3625,1772,0,0.007936507936507936,1.0,0.015748031496062992,loso,M3_weather_ridge,33,26.0
5426,29,3445,1952,0,0.008347725964306276,1.0,0.016557236654296318,loso,M3_weather_ridge,33,26.1
5426,29,3275,2122,0,0.008777239709443099,1.0,0.017401740174017404,loso,M3_weather_ridge,33,26.2
5426,29,3116,2281,0,0.009220985691573928,1.0,0.018273471959672338,loso,M3_weather_ridge,33,26.3
5426,29,2991,2406,0,0.009602649006622516,1.0,0.019022630370613313,loso,M3_weather_ridge,33,26.4
5426,29,2881,2516,0,0.009965635738831614,1.0,0.019734603606668934,loso,M3_weather_ridge,33,26.5
5426,29,2820,2577,0,0.010179010179010179,1.0,0.020152883947185545,loso,M3_weather_ridge,33,26.6
5426,29,2758,2639,0,0.010405453893074991,1.0,0.02059659090909091,loso,M3_weather_ridge,33,26.7
5426,29,2692,2705,0,0.01065784638000735,1.0,0.02109090909090909,loso,M3_weather_ridge,33,26.8
5426,29,2612,2785,0,0.010980689132904203,1.0,0.021722846441947566,loso,M3_weather_ridge,33,26.9
5426,29,2512,2885,0,0.011412829594647777,1.0,0.022568093385214007,loso,M3_weather_ridge,33,27.0
5426,29,2411,2986,0,0.011885245901639344,1.0,0.023491292021061157,loso,M3_weather_ridge,33,27.1
5426,29,2356,3041,0,0.012159329140461216,1.0,0.024026512013256007,loso,M3_weather_ridge,33,27.2
5426,29,2308,3089,0,0.012409071459135643,1.0,0.024513947590870666,loso,M3_weather_ridge,33,27.3
5426,29,2274,3123,0,0.012592270950933565,1.0,0.024871355060034305,loso,M3_weather_ridge,33,27.4
5426,29,2260,3137,0,0.012669287898645697,1.0,0.025021570319240728,loso,M3_weather_ridge,33,27.5
5426,29,2255,3142,0,0.012697022767075307,1.0,0.025075659316904454,loso,M3_weather_ridge,33,27.6
5426,29,2232,3165,0,0.012826183104820876,1.0,0.025327510917030567,loso,M3_weather_ridge,33,27.7
5426,29,2153,3244,0,0.013290559120073327,1.0,0.026232473993668022,loso,M3_weather_ridge,33,27.8
5426,29,2017,3380,0,0.014173998044965786,1.0,0.027951807228915663,loso,M3_weather_ridge,33,27.9
5426,29,1950,3447,0,0.014653865588681153,1.0,0.02888446215139442,loso,M3_weather_ridge,33,28.0
5426,29,1906,3491,0,0.014987080103359173,1.0,0.029531568228105907,loso,M3_weather_ridge,33,28.1
5426,29,1852,3545,0,0.01541733120680489,1.0,0.030366492146596858,loso,M3_weather_ridge,33,28.2
5426,29,1788,3609,0,0.015960374243258118,1.0,0.0314192849404117,loso,M3_weather_ridge,33,28.3
5426,29,1697,3700,0,0.016801853997682505,1.0,0.03304843304843305,loso,M3_weather_ridge,33,28.4
5426,29,1616,3781,0,0.01762917933130699,1.0,0.03464755077658303,loso,M3_weather_ridge,33,28.5
5426,29,1553,3844,0,0.018331226295828066,1.0,0.03600248292985723,loso,M3_weather_ridge,33,28.6
5426,29,1516,3881,0,0.018770226537216828,1.0,0.036848792884371026,loso,M3_weather_ridge,33,28.7
5426,29,1455,3942,0,0.01954177897574124,1.0,0.038334434897554524,loso,M3_weather_ridge,33,28.8
5426,29,1404,3993,0,0.020237264480111653,1.0,0.03967168262653899,loso,M3_weather_ridge,33,28.9
5426,29,1353,4044,0,0.020984081041968163,1.0,0.041105598866052445,loso,M3_weather_ridge,33,29.0
5426,29,1287,4110,0,0.022036474164133738,1.0,0.043122676579925655,loso,M3_weather_ridge,33,29.1
5426,29,1226,4171,0,0.023107569721115537,1.0,0.045171339563862926,loso,M3_weather_ridge,33,29.2
5426,29,1171,4226,0,0.024166666666666666,1.0,0.047192839707078924,loso,M3_weather_ridge,33,29.3
5426,29,1145,4252,0,0.024701873935264053,1.0,0.04821280133000831,loso,M3_weather_ridge,33,29.4
5426,25,1085,4312,4,0.02252252252252252,0.8620689655172413,0.043898156277436345,loso,M3_weather_ridge,33,29.5
5426,25,1020,4377,4,0.023923444976076555,0.8620689655172413,0.04655493482309125,loso,M3_weather_ridge,33,29.6
5426,25,962,4435,4,0.025329280648429583,0.8620689655172413,0.049212598425196846,loso,M3_weather_ridge,33,29.7
5426,25,923,4474,4,0.026371308016877638,0.8620689655172413,0.0511770726714432,loso,M3_weather_ridge,33,29.8
5426,25,885,4512,4,0.027472527472527472,0.8620689655172413,0.05324813631522897,loso,M3_weather_ridge,33,29.9
5426,25,834,4563,4,0.02910360884749709,0.8620689655172413,0.05630630630630631,loso,M3_weather_ridge,33,30.0
5426,25,753,4644,4,0.032133676092544985,0.8620689655172413,0.06195786864931846,loso,M3_weather_ridge,33,30.1
5426,25,693,4704,4,0.034818941504178275,0.8620689655172413,0.06693440428380187,loso,M3_weather_ridge,33,30.2
5426,24,643,4754,5,0.035982008995502246,0.8275862068965517,0.06896551724137931,loso,M3_weather_ridge,33,30.3
5426,24,580,4817,5,0.039735099337748346,0.8275862068965517,0.07582938388625593,loso,M3_weather_ridge,33,30.4
5426,20,504,4893,9,0.03816793893129771,0.6896551724137931,0.07233273056057866,loso,M3_weather_ridge,33,30.5
5426,13,457,4940,16,0.027659574468085105,0.4482758620689655,0.052104208416833664,loso,M3_weather_ridge,33,30.6
5426,11,413,4984,18,0.025943396226415096,0.3793103448275862,0.04856512141280353,loso,M3_weather_ridge,33,30.7
5426,10,377,5020,19,0.025839793281653745,0.3448275862068966,0.048076923076923066,loso,M3_weather_ridge,33,30.8
5426,5,277,5120,24,0.01773049645390071,0.1724137931034483,0.03215434083601287,loso,M3_weather_ridge,33,30.9
5426,3,215,5182,26,0.013761467889908258,0.10344827586206896,0.024291497975708506,loso,M3_weather_ridge,33,31.0
5426,1,141,5256,28,0.007042253521126761,0.034482758620689655,0.011695906432748539,loso,M3_weather_ridge,33,31.1
5426,1,97,5300,28,0.01020408163265306,0.034482758620689655,0.015748031496062992,loso,M3_weather_ridge,33,31.2
5426,0,51,5346,29,0.0,0.0,,loso,M3_weather_ridge,33,31.3
5426,0,44,5353,29,0.0,0.0,,loso,M3_weather_ridge,33,31.4
5426,0,39,5358,29,0.0,0.0,,loso,M3_weather_ridge,33,31.5
5426,0,30,5367,29,0.0,0.0,,loso,M3_weather_ridge,33,31.6
5426,0,21,5376,29,0.0,0.0,,loso,M3_weather_ridge,33,31.7
5426,0,8,5389,29,0.0,0.0,,loso,M3_weather_ridge,33,31.8
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,31.9
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.0
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.1
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.2
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.3
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.4
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.5
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.6
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.7
5426,0,4,5393,29,0.0,0.0,,loso,M3_weather_ridge,33,32.8
5426,0,3,5394,29,0.0,0.0,,loso,M3_weather_ridge,33,32.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.0
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.1
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.2
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.3
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.4
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.5
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.6
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.7
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.8
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,33.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.0
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.1
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.2
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.3
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.4
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.5
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.6
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.7
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.8
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,34.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.0
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.1
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.2
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.3
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.4
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.5
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.6
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.7
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.8
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,35.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.0
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.1
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.2
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.3
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.4
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.5
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.6
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.7
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.8
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,36.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.0
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.1
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.2
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.3
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.4
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.5
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.6
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.7
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.8
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,37.9
5426,0,0,5397,29,,0.0,,loso,M3_weather_ridge,33,38.0
5426,472,3185,1769,0,0.1290675417008477,1.0,0.22862678614676676,loso,M4_inertia_ridge,31,26.0
5426,472,3026,1928,0,0.1349342481417953,1.0,0.23778337531486146,loso,M4_inertia_ridge,31,26.1
5426,472,2884,2070,0,0.14064362336114422,1.0,0.24660397074190177,loso,M4_inertia_ridge,31,26.2
5426,472,2740,2214,0,0.14694894146948942,1.0,0.256243213897937,loso,M4_inertia_ridge,31,26.3
5426,472,2601,2353,0,0.15359583468922877,1.0,0.2662905500705219,loso,M4_inertia_ridge,31,26.4
5426,472,2453,2501,0,0.16136752136752136,1.0,0.2778922578745952,loso,M4_inertia_ridge,31,26.5
5426,472,2367,2587,0,0.16625572384642479,1.0,0.2851102385986107,loso,M4_inertia_ridge,31,26.6
5426,472,2283,2671,0,0.17132486388384754,1.0,0.2925317632475984,loso,M4_inertia_ridge,31,26.7
5426,472,2223,2731,0,0.175139146567718,1.0,0.29807388695926745,loso,M4_inertia_ridge,31,26.8
5426,472,2153,2801,0,0.1798095238095238,1.0,0.30481110752340973,loso,M4_inertia_ridge,31,26.9
5426,472,2065,2889,0,0.18604651162790697,1.0,0.3137254901960785,loso,M4_inertia_ridge,31,27.0
5426,472,1930,3024,0,0.1965029142381349,1.0,0.32846207376478775,loso,M4_inertia_ridge,31,27.1
5426,472,1854,3100,0,0.20292347377472056,1.0,0.33738384560400286,loso,M4_inertia_ridge,31,27.2
5426,472,1836,3118,0,0.2045060658578856,1.0,0.33956834532374097,loso,M4_inertia_ridge,31,27.3
5426,472,1830,3124,0,0.2050390964378801,1.0,0.34030281182408073,loso,M4_inertia_ridge,31,27.4
5426,472,1810,3144,0,0.20683610867659946,1.0,0.34277414669571526,loso,M4_inertia_ridge,31,27.5
5426,472,1786,3168,0,0.20903454384410983,1.0,0.3457875457875458,loso,M4_inertia_ridge,31,27.6
5426,472,1768,3186,0,0.21071428571428572,1.0,0.3480825958702065,loso,M4_inertia_ridge,31,27.7
5426,472,1714,3240,0,0.21591948764867339,1.0,0.3551542513167795,loso,M4_inertia_ridge,31,27.8
5426,472,1655,3299,0,0.22190879172543487,1.0,0.3632166217776067,loso,M4_inertia_ridge,31,27.9
5426,472,1570,3384,0,0.23114593535749264,1.0,0.37549721559268096,loso,M4_inertia_ridge,31,28.0
5426,472,1523,3431,0,0.23659147869674185,1.0,0.38265099310903933,loso,M4_inertia_ridge,31,28.1
5426,471,1433,3521,1,0.24737394957983194,0.9978813559322034,0.39646464646464646,loso,M4_inertia_ridge,31,28.2
5426,469,1348,3606,3,0.2581177765547606,0.9936440677966102,0.4097859327217126,loso,M4_inertia_ridge,31,28.3
5426,466,1247,3707,6,0.2720373613543491,0.9872881355932204,0.42654462242562935,loso,M4_inertia_ridge,31,28.4
5426,461,1175,3779,11,0.2817848410757946,0.9766949152542372,0.437381404174573,loso,M4_inertia_ridge,31,28.5
5426,459,1131,3823,13,0.28867924528301886,0.972457627118644,0.4451988360814742,loso,M4_inertia_ridge,31,28.6
5426,450,1072,3882,22,0.2956636005256242,0.9533898305084746,0.45135406218655966,loso,M4_inertia_ridge,31,28.7
5426,443,1006,3948,29,0.305728088336784,0.9385593220338984,0.46121811556481007,loso,M4_inertia_ridge,31,28.8
5426,432,937,4017,40,0.3155588020452885,0.9152542372881356,0.46931015752308536,loso,M4_inertia_ridge,31,28.9
5426,427,906,4048,45,0.32033008252063017,0.9046610169491526,0.4731301939058172,loso,M4_inertia_ridge,31,29.0
5426,427,872,4082,45,0.3287143956889915,0.9046610169491526,0.4822134387351778,loso,M4_inertia_ridge,31,29.1
5426,427,855,4099,45,0.3330733229329173,0.9046610169491526,0.4868871151653364,loso,M4_inertia_ridge,31,29.2
5426,421,830,4124,51,0.3365307753796962,0.8919491525423728,0.48868253047011023,loso,M4_inertia_ridge,31,29.3
5426,419,783,4171,53,0.348585690515807,0.8877118644067796,0.5005973715651136,loso,M4_inertia_ridge,31,29.4
5426,412,752,4202,60,0.3539518900343643,0.8728813559322034,0.5036674816625918,loso,M4_inertia_ridge,31,29.5
5426,406,702,4252,66,0.3664259927797834,0.8601694915254238,0.5139240506329114,loso,M4_inertia_ridge,31,29.6
5426,395,648,4306,77,0.37871524448705657,0.836864406779661,0.5214521452145214,loso,M4_inertia_ridge,31,29.7
5426,388,604,4350,84,0.3911290322580645,0.8220338983050848,0.5300546448087432,loso,M4_inertia_ridge,31,29.8
5426,380,548,4406,92,0.40948275862068967,0.8050847457627118,0.5428571428571428,loso,M4_inertia_ridge,31,29.9
5426,354,493,4461,118,0.4179456906729634,0.75,0.5367702805155422,loso,M4_inertia_ridge,31,30.0
5426,320,453,4501,152,0.4139715394566624,0.6779661016949152,0.5140562248995985,loso,M4_inertia_ridge,31,30.1
5426,299,421,4533,173,0.4152777777777778,0.6334745762711864,0.5016778523489933,loso,M4_inertia_ridge,31,30.2
5426,272,354,4600,200,0.43450479233226835,0.576271186440678,0.4954462659380692,loso,M4_inertia_ridge,31,30.3
5426,256,326,4628,216,0.43986254295532645,0.5423728813559322,0.4857685009487666,loso,M4_inertia_ridge,31,30.4
5426,218,289,4665,254,0.42998027613412226,0.461864406779661,0.44535240040858015,loso,M4_inertia_ridge,31,30.5
5426,183,256,4698,289,0.4168564920273349,0.3877118644067797,0.40175631174533477,loso,M4_inertia_ridge,31,30.6
5426,170,225,4729,302,0.43037974683544306,0.3601694915254237,0.3921568627450981,loso,M4_inertia_ridge,31,30.7
5426,147,211,4743,325,0.4106145251396648,0.3114406779661017,0.35421686746987946,loso,M4_inertia_ridge,31,30.8
5426,129,193,4761,343,0.40062111801242234,0.2733050847457627,0.3249370277078086,loso,M4_inertia_ridge,31,30.9
5426,96,167,4787,376,0.3650190114068441,0.2033898305084746,0.2612244897959184,loso,M4_inertia_ridge,31,31.0
5426,61,114,4840,411,0.3485714285714286,0.1292372881355932,0.18856259659969088,loso,M4_inertia_ridge,31,31.1
5426,35,78,4876,437,0.30973451327433627,0.07415254237288135,0.11965811965811966,loso,M4_inertia_ridge,31,31.2
5426,26,49,4905,446,0.3466666666666667,0.05508474576271186,0.09506398537477148,loso,M4_inertia_ridge,31,31.3
5426,14,37,4917,458,0.27450980392156865,0.029661016949152543,0.053537284894837486,loso,M4_inertia_ridge,31,31.4
5426,0,19,4935,472,0.0,0.0,,loso,M4_inertia_ridge,31,31.5
5426,0,7,4947,472,0.0,0.0,,loso,M4_inertia_ridge,31,31.6
5426,0,1,4953,472,0.0,0.0,,loso,M4_inertia_ridge,31,31.7
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,31.8
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,31.9
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.0
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.1
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.2
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.3
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.4
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.5
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.6
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.7
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.8
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,32.9
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.0
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.1
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.2
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.3
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.4
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.5
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.6
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.7
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.8
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,33.9
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,34.0
5426,0,0,4954,472,,0.0,,loso,M4_inertia_ridge,31,34.1
