model_name,event_target,official_event_threshold_c,calibrator_id,calibrator_family,diagnostic_only,validation_method,bin_kind,probability_bin,n,event_count,observed_event_rate,mean_predicted_probability,calibration_gap,abs_calibration_gap,p_min,p_max,mean_score,station_count,low_support
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.589, 0.813]",168,110,0.6547619047619048,0.6964689769104001,0.04170707214849534,0.04170707214849534,0.5888797722927664,0.8134384413242246,31.4655382065273,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(2.4e-05, 8.36e-05]",168,0,0.0,4.875936459808864e-05,4.875936459808864e-05,4.875936459808864e-05,2.4053074449147166e-05,8.342095325867505e-05,26.099495528455826,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(5.07e-06, 9.12e-06]",167,0,0.0,6.715871221430699e-06,6.715871221430699e-06,6.715871221430699e-06,5.078716749687007e-06,9.090713880465664e-06,25.643012740655454,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(8.36e-05, 0.000386]",167,0,0.0,0.0002326666026748718,0.0002326666026748718,0.0002326666026748718,8.449614275903685e-05,0.0003859985843700164,26.31903127142107,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_hour_diagnostic,logistic,True,station_grouped_loso,quantile,"(9.12e-06, 2.4e-05]",167,0,0.0,1.532424225542172e-05,1.532424225542172e-05,1.532424225542172e-05,9.132571211103428e-06,2.3953944283099446e-05,25.868681919271467,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(-0.0007130000000000001, 0.000763]",168,0,0.0,0.0006381213447944441,0.0006381213447944441,0.0006381213447944441,0.00028726204687425094,0.0007624817665272431,25.323501703578227,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.000763, 0.00102]",167,0,0.0,0.0008861875170301228,0.0008861875170301228,0.0008861875170301228,0.0007638799613253703,0.0010217586190004995,25.564309588812865,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00102, 0.00142]",167,0,0.0,0.0011914738631441503,0.0011914738631441503,0.0011914738631441503,0.001021771839217836,0.0014148460736361976,25.780499529266912,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00142, 0.00222]",168,0,0.0,0.00176315949156624,0.00176315949156624,0.00176315949156624,0.0014153709076915667,0.0022203592822358353,26.070325983511275,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00222, 0.00362]",167,0,0.0,0.00286746652649911,0.00286746652649911,0.00286746652649911,0.002231634957821555,0.0036165680595850644,26.437075893224023,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00362, 0.0104]",167,0,0.0,0.0059088185484284005,0.0059088185484284005,0.0059088185484284005,0.0036194796532788595,0.010397868479147518,26.93806143647023,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.0104, 0.0523]",168,2,0.011904761904761904,0.02607650845387372,0.014171746549111817,0.014171746549111817,0.010398369584727478,0.052198452649229884,28.003704668609924,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.0523, 0.18]",167,25,0.1497005988023952,0.09948930829723353,-0.05021129050516167,0.05021129050516167,0.05295073127105831,0.17835013086557447,29.1250030995015,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.18, 0.538]",167,58,0.3473053892215569,0.35683242158012757,0.009527032358570664,0.009527032358570664,0.18351163457537917,0.5374839835159223,30.336205468810505,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.538, 0.895]",168,119,0.7083333333333334,0.7217854064374937,0.0134520731041603,0.0134520731041603,0.5386732843787037,0.8954861485106778,31.52982639612011,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(-0.0008810000000000001, 0.000524]",168,0,0.0,0.0004109656186224199,0.0004109656186224199,0.0004109656186224199,0.00011928070248729893,0.0005237331047961756,25.34476251285949,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.000524, 0.000715]",167,0,0.0,0.0006136709595075459,0.0006136709595075459,0.0006136709595075459,0.0005241394768333115,0.0007143731787422757,25.553222358007076,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.000715, 0.000958]",167,0,0.0,0.0008235799909453477,0.0008235799909453477,0.0008235799909453477,0.0007147554649070436,0.0009538377016628998,25.78406264424746,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.000958, 0.00154]",168,0,0.0,0.001201494742256596,0.001201494742256596,0.001201494742256596,0.0009583434055809964,0.0015382526035720722,26.06465890610328,27,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.00154, 0.00278]",167,0,0.0,0.002105196571590693,0.002105196571590693,0.002105196571590693,0.001546441856820497,0.002776860089446441,26.461804266515788,26,False
M7_compact_weather_ridge,ge31,31.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.00278, 0.00883]",167,0,0.0,0.005583599865976082,0.005583599865976082,0.005583599865976082,0.0027813156241868176,0.008771857595967261,26.936915559815777,27,False
