ablation,filter_mode,description,n_rows,model,cv_scheme,mae,rmse,bias,r2
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M7_compact_weather_ridge,loso,0.7283617917792858,0.9823274600115514,0.0017444503287153,0.7935271601305383
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M0_raw_proxy,time_block,1.3486494541162375,1.9154029752810249,-1.1637793560565215,0.2149981547959232
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M1_global_bias,time_block,1.233653643447458,1.5381637587975765,-0.0678035455920085,0.4937611028583278
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M1b_period_bias,time_block,0.979268609736482,1.3192030779631887,0.0079148039941682,0.6276308665908815
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M2_linear_proxy,time_block,1.211362178913133,1.526158636112079,-0.0294544613188799,0.5016324926641524
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M3_weather_ridge,time_block,0.84479211216467,1.1029886289347115,0.0751103153090216,0.7396890527337223
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M4_inertia_ridge,time_block,0.8421763495344008,1.1303056799881437,-0.2681769954772127,0.7266354576866285
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M5_v10_morphology_ridge,time_block,0.876884716798193,1.1841599240661145,-0.0037102497157374,0.699965579780361
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M6_v10_overhead_ridge,time_block,0.8768847167985533,1.1841599240666252,-0.0037102497156107,0.6999655797801023
D_migrated,migrated_only,Only migrated v0.9/v10 archive rows,5372,M7_compact_weather_ridge,time_block,0.8768847167981878,1.1841599240661065,-0.0037102497157857,0.6999655797803652
