prediction_source,validation_scheme,dataset_label,target_col,model,event_target,official_event_threshold_c,bin_type,quantile_bin,bin_lower,bin_upper,n,mean_prediction_score,mean_official_wbgt,event_rate_ge31,official_mean_exceedance_above31,official_mean_exceedance_above33,mean_residual,residual_MAE,residual_bias,residual_p90,station_count,event_count,low_support,event_rate_ge33
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,5,26.832,27.345,1047,27.096205869370014,26.400286532951288,,0.0013371537726838572,0.0,-0.6959193364187266,1.1236072209956731,-0.6959193364187266,0.5848089887515276,27,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,6,27.345,27.83,1045,27.577236020707243,26.824210526315785,,0.014258373205741632,0.0,-0.7530254943914563,1.457847452907327,-0.7530254943914563,1.6738327597887948,27,0,False,0.0
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,7,27.83,28.361,1047,28.09215683703548,27.831041069723018,,0.05969436485195799,0.0016236867239732597,-0.2611157673124605,1.6446484985698666,-0.2611157673124605,2.5598635231026847,27,4,False,0.0038204393505253103
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,8,28.361,28.934,1048,28.640451174555437,28.93549618320611,,0.14914122137404584,0.005629770992366417,0.2950450086506686,1.7335184437946662,0.2950450086506686,2.8702397379813074,27,14,False,0.013358778625954198
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,9,28.934,29.504,1046,29.219403273771743,29.765200764818356,,0.2606118546845124,0.011759082217973242,0.5457974910466119,1.6570854066372098,0.5457974910466119,2.764988366744685,27,32,False,0.030592734225621414
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_only,ge33,33.0,decile,10,29.504,31.752,1048,30.033169532405235,30.525000000000002,,0.5142175572519084,0.024904580152671763,0.4918304675947636,1.6770471426480154,0.4918304675947636,2.5772466182455065,27,69,False,0.06583969465648855
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,decile,1,24.407999999999998,25.484,1048,25.238777434220488,25.34837786259542,0.0,0.0,0.0,0.10960042837493096,0.5848445224275015,0.10960042837493096,1.0402435947745348,26,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,decile,2,25.484,25.801,1047,25.653974010433185,25.53037249283668,0.0,0.0,0.0,-0.12360151759650885,0.5902143255505481,-0.12360151759650885,0.7215604177334476,27,0,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,decile,3,25.801,26.057,1052,25.937559956856433,25.89838403041825,0.0009505703422053232,0.0008555133079847895,0.0,-0.039175926438183115,0.6475821204925871,-0.039175926438183115,0.8614495081106308,27,1,False,
blocked_time,blocked_date_cv,hourly_max,official_wbgt_c_max,L1_proxy_radiation,ge31,31.0,decile,4,26.057,26.296,1043,26.175201462593726,26.097986577181214,0.0009587727708533077,0.00019175455417066087,0.0,-0.07721488541251995,0.6902631185822573,-0.07721488541251995,0.8741950991419084,27,1,False,
