source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,567,M4_inertia_ridge,30.6,31.267870008826115,S137,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.6678700088261138,0.6678700088261138,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,542,M4_inertia_ridge,29.3,31.26509290841549,S135,13,2026-05-10 13:00:00+08:00,2026-05-10,time_block,time_block_04,-1.965092908415489,1.965092908415489,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,420,M7_compact_weather_ridge,29.9,31.247946992844465,S130,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-1.3479469928444665,1.3479469928444665,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1350,M7_compact_weather_ridge,29.8,31.247946992844465,S150,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-1.4479469928444644,1.4479469928444644,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1660,M7_compact_weather_ridge,30.8,31.247946992844465,S187,15,2026-05-10 15:00:00+08:00,2026-05-10,time_block,time_block_04,-0.4479469928444644,0.4479469928444644,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,567,M4_inertia_ridge,30.6,31.24575655194361,S137,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S137,-0.6457565519436095,0.6457565519436095,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,11,M4_inertia_ridge,30.4,31.245695870168795,S124,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.8456958701687967,0.8456958701687967,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,169,M4_inertia_ridge,30.9,31.245013250099092,S126,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S126,-0.3450132500990932,0.3450132500990932,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,877,M4_inertia_ridge,30.4,31.2433561902126,S143,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.843356190212603,0.843356190212603,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,631,M4_inertia_ridge,30.2,31.236887409101897,S139,13,2026-05-07 13:00:00+08:00,2026-05-07,loso,S139,-1.0368874091018974,1.0368874091018974,False,True,False,False,false_alarm,30-31,31-32
