cell_id,shade_corridor_continuity_idx,max_connected_shade_length_m,shade_gap_count,shade_corridor_source_status,feature_version
TP_0799,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0808,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0815,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0817,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0822,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0827,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0829,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0830,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0831,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0832,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0834,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0835,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0845,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0851,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0855,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0857,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0858,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0859,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0860,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0861,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0864,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0871,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0882,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0887,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0888,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0889,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0890,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0892,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0893,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0899,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0901,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0908,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0915,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0917,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0923,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0925,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0929,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0933,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0934,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0936,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0939,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0943,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0944,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0945,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0946,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0947,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0948,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0954,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0960,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0963,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0967,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0968,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0969,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0972,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0973,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0974,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0978,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0983,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0984,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0985,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
TP_0986,,,,NOT_AVAILABLE_REQUIRES_PEDESTRIAN_SHADE_NETWORK,b86g_v0_1
